,ID,Woonplaatsen,Woonplaatscode_1,Woonplaats,Code_3,Provincie,Code_5,Deel,Code_7,Latitude,Longtitude,Population
2114,2114,WP1801,WP1801    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2115,2115,WP1781,WP1781    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.8667,6.85,25372
2116,2116,WP3367,WP3367    ,West Betuwe                        ,GM1960    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2117,2117,WP1582,WP1582    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2118,2118,WP1574,WP1574    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2119,2119,WP1295,WP1295    ,Tubbergen                          ,GM0183    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,52.4,6.7667,21276
2120,2120,WP2234,WP2234    ,Westerwolde                        ,GM1950    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2121,2121,WP1956,WP1956    ,Altena                             ,GM1959    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2122,2122,WP1240,WP1240    ,Veendam                            ,GM0047    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2123,2123,WP2048,WP2048    ,Veenendaal                         ,GM0345    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2124,2124,WP3277,WP3277    ,Smallingerland                     ,GM0090    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.1,6.1,55938
2125,2125,WP1651,WP1651    ,Noordenveld                        ,GM1699    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2126,2126,WP3171,WP3171    ,De Wolden                          ,GM1690    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2127,2127,WP3315,WP3315    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2128,2128,WP1999,WP1999    ,Emmen                              ,GM0114    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2129,2129,WP2783,WP2783    ,Veere                              ,GM0717    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.5469,3.5403,No info
2130,2130,WP2866,WP2866    ,Heerde                             ,GM0246    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2131,2131,WP2513,WP2513    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2132,2132,WP2827,WP2827    ,Meierijstad                        ,GM1948    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2133,2133,WP2520,WP2520    ,Hollands Kroon                     ,GM1911    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2134,2134,WP1631,WP1631    ,Maasdriel                          ,GM0263    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,51.7667,5.3333,24693
2135,2135,WP1547,WP1547    ,Hardenberg                         ,GM0160    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2136,2136,WP3142,WP3142    ,Venlo                              ,GM0983    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2137,2137,WP1384,WP1384    ,Veldhoven                          ,GM0861    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2138,2138,WP3198,WP3198    ,Grave                              ,GM0786    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2139,2139,WP1500,WP1500    ,Rheden                             ,GM0275    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.0,6.016666666,43816
2140,2140,WP3538,WP3538    ,Velsen                             ,GM0453    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2141,2141,WP3536,WP3536    ,Velsen                             ,GM0453    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2142,2142,WP2839,WP2839    ,Velsen                             ,GM0453    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2143,2143,WP1565,WP1565    ,Hardenberg                         ,GM0160    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2144,2144,WP3139,WP3139    ,Boekel                             ,GM0755    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.6011,5.6742,10588
2145,2145,WP1512,WP1512    ,Drechterland                       ,GM0498    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2146,2146,WP1473,WP1473    ,Venlo                              ,GM0983    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2147,2147,WP2335,WP2335    ,Venray                             ,GM0984    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2148,2148,WP2481,WP2481    ,Gennep                             ,GM0907    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2149,2149,WP2996,WP2996    ,Eersel                             ,GM0770    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.3572,5.3147,19110
2150,2150,WP2211,WP2211    ,Montferland                        ,GM1955    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2151,2151,WP2336,WP2336    ,Venray                             ,GM0984    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2152,2152,WP2843,WP2843    ,Vijfheerenlanden                   ,GM1961    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2153,2153,WP1455,WP1455    ,Cuijk                              ,GM1684    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2154,2154,WP1532,WP1532    ,Bronckhorst                        ,GM1876    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.05,6.3,36212
2155,2155,WP2985,WP2985    ,Nunspeet                           ,GM0302    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2156,2156,WP3426,WP3426    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2157,2157,WP1223,WP1223    ,Boxmeer                            ,GM0756    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2158,2158,WP2369,WP2369    ,Brielle                            ,GM0501    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2159,2159,WP1613,WP1613    ,Haarlemmermeer                     ,GM0394    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.3008,4.6653,154235
2160,2160,WP1431,WP1431    ,Vaals                              ,GM0981    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2161,2161,WP2554,WP2554    ,Ommen                              ,GM0175    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2162,2162,WP1743,WP1743    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2163,2163,WP3063,WP3063    ,Bernheze                           ,GM1721    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2164,2164,WP3612,WP3612    ,'s-Hertogenbosch                   ,GM0796    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2165,2165,WP2555,WP2555    ,Ommen                              ,GM0175    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2166,2166,WP3550,WP3550    ,De Ronde Venen                     ,GM0736    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2167,2167,WP2127,WP2127    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2168,2168,WP1015,WP1015    ,Vlaardingen                        ,GM0622    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2169,2169,WP2298,WP2298    ,Westerwolde                        ,GM1950    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.091904,7.126865,25199
2170,2170,WP3122,WP3122    ,Westerveld                         ,GM1701    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2171,2171,WP3123,WP3123    ,Westerveld                         ,GM1701    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2172,2172,WP3078,WP3078    ,Stadskanaal                        ,GM0037    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2173,2173,WP3296,WP3296    ,Utrecht                            ,GM0344    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2174,2174,WP3299,WP3299    ,Vlieland                           ,GM0096    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.2583,4.9558,441
2175,2175,WP1775,WP1775    ,Deurne                             ,GM0762    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2176,2176,WP3503,WP3503    ,Heusden                            ,GM0797    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2177,2177,WP1078,WP1078    ,Vlissingen                         ,GM0718    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
2178,2178,WP2389,WP2389    ,Krimpenerwaard                     ,GM1931    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.9822,4.78167,No info
2179,2179,WP2595,WP2595    ,Roerdalen                          ,GM1669    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2180,2180,WP1855,WP1855    ,Voerendaal                         ,GM0986    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2181,2181,WP2651,WP2651    ,Bloemendaal                        ,GM0377    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.4028,4.6281,No info
2182,2182,WP3095,WP3095    ,Hulst                              ,GM0677    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
2183,2183,WP1748,WP1748    ,Edam-Volendam                      ,GM0385    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2184,2184,WP1848,WP1848    ,Uden                               ,GM0856    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2185,2185,WP2716,WP2716    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2186,2186,WP3087,WP3087    ,Rotterdam                          ,GM0599    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.9225,4.47917,631155
2187,2187,WP1622,WP1622    ,Leidschendam-Voorburg              ,GM1916    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2188,2188,WP2004,WP2004    ,Teylingen                          ,GM1525    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2189,2189,WP3231,WP3231    ,Voorschoten                        ,GM0626    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2190,2190,WP1586,WP1586    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2191,2191,WP2612,WP2612    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.2333,6.0833,24417
2192,2192,WP3599,WP3599    ,Barneveld                          ,GM0203    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2193,2193,WP2867,WP2867    ,Heerde                             ,GM0246    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
