,ID,Woonplaatsen,Woonplaatscode_1,Woonplaats,Code_3,Provincie,Code_5,Deel,Code_7,Latitude,Longtitude,Population
1933,1933,WP1569,WP1569    ,Cranendonck                        ,GM1706    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1934,1934,WP1013,WP1013    ,Soest                              ,GM0342    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1935,1935,WP1014,WP1014    ,Soest                              ,GM0342    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1936,1936,WP2745,WP2745    ,Someren                            ,GM0847    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.3847,5.7119,No info
1937,1937,WP3145,WP3145    ,Goeree-Overflakkee                 ,GM1924    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1938,1938,WP3520,WP3520    ,Son en Breugel                     ,GM0848    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1939,1939,WP1685,WP1685    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1940,1940,WP1739,WP1739    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1941,1941,WP3534,WP3534    ,Haarlemmermeer                     ,GM0394    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.3008,4.6653,154235
1942,1942,WP2908,WP2908    ,Haarlem                            ,GM0392    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1943,1943,WP2792,WP2792    ,Opmeer                             ,GM0432    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1944,1944,WP1740,WP1740    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1945,1945,WP1505,WP1505    ,Rheden                             ,GM0275    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1946,1946,WP2030,WP2030    ,Waadhoeke                          ,GM1949    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1947,1947,WP1671,WP1671    ,Beek                               ,GM0888    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,50.9394,5.7961,15929
1948,1948,WP3022,WP3022    ,Midden-Drenthe                     ,GM1731    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1949,1949,WP3120,WP3120    ,Westerveld                         ,GM1701    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1950,1950,WP1190,WP1190    ,Koggenland                         ,GM1598    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1951,1951,WP2980,WP2980    ,Zevenaar                           ,GM0299    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1952,1952,WP3241,WP3241    ,Delfzijl                           ,GM0010    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.333333333,6.916666666,No info
1953,1953,WP2356,WP2356    ,West Betuwe                        ,GM1960    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1954,1954,WP3032,WP3032    ,Nissewaard                         ,GM1930    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1955,1955,WP1180,WP1180    ,Aa en Hunze                        ,GM1680    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1956,1956,WP2286,WP2286    ,Wormerland                         ,GM0880    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1957,1957,WP2596,WP2596    ,Waalwijk                           ,GM0867    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.683333333,5.066666666,48240
1958,1958,WP2583,WP2583    ,Rucphen                            ,GM0840    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1959,1959,WP1136,WP1136    ,Terneuzen                          ,GM0715    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1960,1960,WP3146,WP3146    ,Goeree-Overflakkee                 ,GM1924    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1961,1961,WP3074,WP3074    ,Stadskanaal                        ,GM0037    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1962,1962,WP1247,WP1247    ,Halderberge                        ,GM1655    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.5872,4.5167,No info
1963,1963,WP1324,WP1324    ,Moerdijk                           ,GM1709    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1964,1964,WP1046,WP1046    ,Staphorst                          ,GM0180    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1965,1965,WP3555,WP3555    ,Alkmaar                            ,GM0361    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1966,1966,WP3452,WP3452    ,Loppersum                          ,GM0024    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1967,1967,WP3481,WP3481    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.4136,6.5273,No info
1968,1968,WP2075,WP2075    ,Tholen                             ,GM0716    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1969,1969,WP1969,WP1969    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1970,1970,WP3453,WP3453    ,Loppersum                          ,GM0024    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1971,1971,WP1502,WP1502    ,Rheden                             ,GM0275    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1972,1972,WP1405,WP1405    ,Steenbergen                        ,GM0851    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.583333333,4.25,25054
1973,1973,WP3634,WP3634    ,Noordenveld                        ,GM1699    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1974,1974,WP1359,WP1359    ,Midden-Groningen                   ,GM1952    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1975,1975,WP1526,WP1526    ,Bronckhorst                        ,GM1876    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1976,1976,WP2608,WP2608    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1977,1977,WP2995,WP2995    ,Eersel                             ,GM0770    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.3572,5.3147,No info
1978,1978,WP2713,WP2713    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1979,1979,WP2714,WP2714    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1980,1980,WP2553,WP2553    ,Ommen                              ,GM0175    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1981,1981,WP1741,WP1741    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1982,1982,WP1913,WP1913    ,Stein                              ,GM0971    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,52.0,4.78333,375
1983,1983,WP2933,WP2933    ,Goeree-Overflakkee                 ,GM1924    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1984,1984,WP1316,WP1316    ,Heeze-Leende                       ,GM1658    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1985,1985,WP2084,WP2084    ,Sint Anthonis                      ,GM1702    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1986,1986,WP1922,WP1922    ,Maasgouw                           ,GM1641    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1987,1987,WP1475,WP1475    ,Venlo                              ,GM0983    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,51.366666666,6.166666666,101603
1988,1988,WP2163,WP2163    ,Coevorden                          ,GM0109    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1989,1989,WP3230,WP3230    ,Leeuwarden                         ,GM0080    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1990,1990,WP3482,WP3482    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1991,1991,WP2210,WP2210    ,Montferland                        ,GM1955    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1992,1992,WP2388,WP2388    ,Krimpenerwaard                     ,GM1931    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.9822,4.78167,56048
1993,1993,WP1890,WP1890    ,Alkmaar                            ,GM0361    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1994,1994,WP2639,WP2639    ,Leusden                            ,GM0327    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1995,1995,WP1667,WP1667    ,Amersfoort                         ,GM0307    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1996,1996,WP1975,WP1975    ,Weert                              ,GM0988    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1997,1997,WP1805,WP1805    ,Molenlanden                        ,GM1978    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.8947,4.8597,43858
1998,1998,WP2620,WP2620    ,Terschelling                       ,GM0093    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1999,1999,WP3435,WP3435    ,Alphen-Chaam                       ,GM1723    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2000,2000,WP2797,WP2797    ,Hoeksche Waard                     ,GM1963    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2001,2001,WP2798,WP2798    ,Hoeksche Waard                     ,GM1963    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2002,2002,WP1059,WP1059    ,Barneveld                          ,GM0203    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.1333,5.5833,57971
2003,2003,WP3180,WP3180    ,Achtkarspelen                      ,GM0059    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.216666666,6.133333333,27943
2004,2004,WP3023,WP3023    ,Midden-Drenthe                     ,GM1731    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2005,2005,WP1819,WP1819    ,Hoogeveen                          ,GM0118    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2006,2006,WP2453,WP2453    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2007,2007,WP3181,WP3181    ,Achtkarspelen                      ,GM0059    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2008,2008,WP3182,WP3182    ,Achtkarspelen                      ,GM0059    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.216666666,6.133333333,27943
2009,2009,WP2045,WP2045    ,Echt-Susteren                      ,GM1711    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2010,2010,WP2448,WP2448    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2011,2011,WP2283,WP2283    ,Roermond                           ,GM0957    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2012,2012,WP2104,WP2104    ,Beekdaelen                         ,GM1954    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2013,2013,WP1204,WP1204    ,Leeuwarden                         ,GM0080    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.2,5.783333333,17077
2014,2014,WP2431,WP2431    ,Dronten                            ,GM0303    ,Flevoland                ,PV24      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2015,2015,WP1859,WP1859    ,Horst aan de Maas                  ,GM1507    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2016,2016,WP2918,WP2918    ,Tynaarlo                           ,GM1730    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2017,2017,WP3472,WP3472    ,Oss                                ,GM0828    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.766666666,5.516666666,91451
2018,2018,WP1203,WP1203    ,Leeuwarden                         ,GM0080    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2019,2019,WP1474,WP1474    ,Venlo                              ,GM0983    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2020,2020,WP2182,WP2182    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2021,2021,WP1577,WP1577    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2022,2022,WP2578,WP2578    ,Drimmelen                          ,GM1719    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.694444444,4.797222222,No info
2023,2023,WP2537,WP2537    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2024,2024,WP3096,WP3096    ,Hulst                              ,GM0677    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
2025,2025,WP2510,WP2510    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2026,2026,WP3242,WP3242    ,Delfzijl                           ,GM0010    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2027,2027,WP3243,WP3243    ,Delfzijl                           ,GM0010    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.333333333,6.916666666,24716
2028,2028,WP3411,WP3411    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2029,2029,WP1137,WP1137    ,Terneuzen                          ,GM0715    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
2030,2030,WP2511,WP2511    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2031,2031,WP3598,WP3598    ,Barneveld                          ,GM0203    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2032,2032,WP2538,WP2538    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.0,5.5444,89710
2033,2033,WP3355,WP3355    ,Opsterland                         ,GM0086    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2034,2034,WP2609,WP2609    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2035,2035,WP3623,WP3623    ,Breda                              ,GM0758    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2036,2036,WP2610,WP2610    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2037,2037,WP1832,WP1832    ,Groningen                          ,GM0014    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2038,2038,WP2071,WP2071    ,Tholen                             ,GM0716    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.5847,4.1211,25780
2039,2039,WP1916,WP1916    ,Maasgouw                           ,GM1641    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2040,2040,WP3601,WP3601    ,Tiel                               ,GM0281    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2041,2041,WP1820,WP1820    ,Hoogeveen                          ,GM0118    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2042,2042,WP3024,WP3024    ,Midden-Drenthe                     ,GM1731    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.85,6.5,33178
2043,2043,WP2065,WP2065    ,Stichtse Vecht                     ,GM1904    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2044,2044,WP2107,WP2107    ,Vijfheerenlanden                   ,GM1961    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2045,2045,WP1860,WP1860    ,Horst aan de Maas                  ,GM1507    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2046,2046,WP3356,WP3356    ,Opsterland                         ,GM0086    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2047,2047,WP3276,WP3276    ,Smallingerland                     ,GM0090    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2048,2048,WP1043,WP1043    ,Tilburg                            ,GM0855    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.57,5.07,46517
2049,2049,WP1416,WP1416    ,Dinkelland                         ,GM1774    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2050,2050,WP2473,WP2473    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2051,2051,WP1211,WP1211    ,Westvoorne                         ,GM0614    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2052,2052,WP3591,WP3591    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2053,2053,WP2422,WP2422    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.0,5.5444,89710
2054,2054,WP2184,WP2184    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2055,2055,WP2512,WP2512    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2056,2056,WP2324,WP2324    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2057,2057,WP1360,WP1360    ,Midden-Groningen                   ,GM1952    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2058,2058,WP2345,WP2345    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.2249,6.3528,No info
2059,2059,WP1531,WP1531    ,Bronckhorst                        ,GM1876    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2060,2060,WP2981,WP2981    ,Zevenaar                           ,GM0299    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2061,2061,WP1279,WP1279    ,Noordoostpolder                    ,GM0171    ,Flevoland                ,PV24      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2062,2062,WP1110,WP1110    ,Brummen                            ,GM0213    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2063,2063,WP3454,WP3454    ,Loppersum                          ,GM0024    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.3167,6.7333,9614
2064,2064,WP3531,WP3531    ,West Betuwe                        ,GM1960    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2065,2065,WP3314,WP3314    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2066,2066,WP2276,WP2276    ,Midden-Groningen                   ,GM1952    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2067,2067,WP1294,WP1294    ,Tubbergen                          ,GM0183    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2068,2068,WP3366,WP3366    ,West Betuwe                        ,GM1960    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,51.883333333,5.283333333,No info
2069,2069,WP3292,WP3292    ,Schagen                            ,GM0441    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2070,2070,WP2715,WP2715    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2071,2071,WP2055,WP2055    ,Houten                             ,GM0321    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2072,2072,WP2611,WP2611    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.2333,6.0833,24417
2073,2073,WP3183,WP3183    ,Achtkarspelen                      ,GM0059    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2074,2074,WP3184,WP3184    ,Achtkarspelen                      ,GM0059    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2075,2075,WP3157,WP3157    ,Medemblik                          ,GM0420    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2076,2076,WP2919,WP2919    ,Tynaarlo                           ,GM1730    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2077,2077,WP2447,WP2447    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.2,6.0,31780
2078,2078,WP1362,WP1362    ,Waadhoeke                          ,GM1949    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2079,2079,WP1377,WP1377    ,Waadhoeke                          ,GM1949    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2080,2080,WP2395,WP2395    ,Assen                              ,GM0106    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2081,2081,WP2879,WP2879    ,Berg en Dal                        ,GM1945    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2082,2082,WP3562,WP3562    ,Apeldoorn                          ,GM0200    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.2167,5.95,162445
2083,2083,WP1847,WP1847    ,Uden                               ,GM0856    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2084,2084,WP1045,WP1045    ,Tilburg                            ,GM0855    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2085,2085,WP3121,WP3121    ,Westerveld                         ,GM1701    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2086,2086,WP2256,WP2256    ,Apeldoorn                          ,GM0200    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.2167,5.95,No info
2087,2087,WP1947,WP1947    ,Waterland                          ,GM0852    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2088,2088,WP2755,WP2755    ,Uitgeest                           ,GM0450    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2089,2089,WP2062,WP2062    ,Uithoorn                           ,GM0451    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2090,2090,WP3483,WP3483    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2091,2091,WP3484,WP3484    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.4136,6.5273,47888
2092,2092,WP2423,WP2423    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2093,2093,WP3304,WP3304    ,Altena                             ,GM1959    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2094,2094,WP1465,WP1465    ,Meerssen                           ,GM0938    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,50.8858,5.7519,No info
2095,2095,WP1580,WP1580    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2096,2096,WP2884,WP2884    ,Baarle-Nassau                      ,GM0744    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2097,2097,WP3425,WP3425    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2098,2098,WP1704,WP1704    ,Breda                              ,GM0758    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2099,2099,WP3436,WP3436    ,Alphen-Chaam                       ,GM1723    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.4992,4.8722,10149
2100,2100,WP3357,WP3357    ,Opsterland                         ,GM0086    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2101,2101,WP2143,WP2143    ,Urk                                ,GM0184    ,Flevoland                ,PV24      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2102,2102,WP1915,WP1915    ,Stein                              ,GM0971    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2103,2103,WP1891,WP1891    ,Alkmaar                            ,GM0361    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
2104,2104,WP1191,WP1191    ,Koggenland                         ,GM1598    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.633333333,4.95,22738
2105,2105,WP3485,WP3485    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
2106,2106,WP3295,WP3295    ,Utrecht                            ,GM0344    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
2107,2107,WP1429,WP1429    ,Vaals                              ,GM0981    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2108,2108,WP1345,WP1345    ,Epe                                ,GM0232    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
2109,2109,WP1872,WP1872    ,Overbetuwe                         ,GM1734    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,51.9167,5.85,47543
2110,2110,WP1709,WP1709    ,Katwijk                            ,GM0537    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
2111,2111,WP1718,WP1718    ,Valkenburg aan de Geul             ,GM0994    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2112,2112,WP1100,WP1100    ,Valkenswaard                       ,GM0858    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
2113,2113,WP1800,WP1800    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
